Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,False,0,196,0,29,4,3,1,0,91,2,2,0,4,1,5468,13402,2,False,14,3,1,2,13,3,3,12,7,5,7
51,False,0,942,1,3,3,4,1,0,53,3,3,5,3,1,13116,22984,3,False,11,3,4,0,15,2,3,2,2,2,2
37,False,0,589,0,9,2,3,2,1,46,2,2,0,2,1,4189,8800,2,False,14,3,1,2,5,2,3,5,2,0,3
46,False,0,734,1,2,4,2,3,1,46,3,5,7,4,2,19328,14218,8,True,17,3,3,1,24,3,3,2,1,2,2
36,False,0,1383,1,10,3,0,4,1,90,3,3,4,1,1,8321,25949,8,True,13,3,4,1,15,1,3,12,8,5,7
44,True,1,429,1,1,2,2,3,1,99,3,1,1,2,2,2342,11092,2,True,12,3,3,3,6,2,2,5,3,2,3
37,False,0,1239,2,8,2,1,3,1,89,3,2,8,2,2,4071,12832,3,False,13,3,3,0,19,4,2,10,0,4,7
35,True,0,303,0,27,3,0,3,1,84,3,2,0,4,0,5813,13492,2,True,18,3,4,0,10,2,3,10,7,7,7
33,False,0,867,1,8,4,0,4,1,90,4,1,1,1,1,3143,6076,7,False,19,3,2,1,14,1,3,10,8,7,6
28,False,0,1181,1,1,3,0,3,1,82,3,1,1,4,1,2044,5531,2,False,11,3,3,1,5,6,4,5,3,0,3
39,False,0,1253,1,10,1,2,3,1,65,3,3,7,3,0,13464,7914,8,False,21,4,3,0,9,3,3,4,3,2,2
46,False,2,849,0,26,2,0,2,1,98,2,2,0,2,0,7991,25166,9,False,15,3,3,0,6,3,3,2,2,2,2
40,False,0,616,1,2,2,0,3,0,99,3,1,2,1,1,3377,25605,5,False,17,3,4,1,7,5,2,4,3,0,2
42,False,0,1128,1,13,3,2,2,1,95,4,2,4,1,1,5538,5696,6,False,18,3,3,2,10,2,2,0,0,0,0
35,False,2,1180,1,2,2,2,2,1,90,3,2,3,4,2,5762,24442,3,False,14,3,3,1,15,6,3,7,7,1,7
38,False,2,1336,2,2,3,5,1,1,100,3,1,8,2,2,2592,7129,6,False,13,3,4,3,13,3,3,11,10,3,8
34,True,1,234,1,9,4,0,4,1,93,3,2,2,1,1,5346,6208,5,False,17,3,3,1,11,3,2,7,1,0,7
37,True,0,370,1,10,4,2,4,1,58,3,2,3,1,0,4213,4992,2,False,15,3,2,0,10,4,1,10,3,0,8
39,False,1,766,0,20,3,0,3,1,83,3,2,0,4,2,4127,19188,3,False,18,3,4,1,7,6,3,2,1,2,2
43,False,2,343,1,9,3,0,1,1,52,3,1,1,3,0,2438,24978,5,False,13,3,3,0,7,2,2,3,2,1,2
41,False,0,447,1,5,3,0,2,1,85,4,2,4,2,0,6870,15530,4,False,12,3,1,0,11,3,1,3,2,1,2
41,False,0,796,0,4,1,3,3,0,81,3,3,0,3,2,10447,26458,1,True,13,3,4,1,23,3,4,22,14,13,5
30,False,0,1092,1,10,3,2,1,0,64,3,3,3,3,0,9667,2739,10,False,14,3,2,0,9,3,3,7,7,0,2
26,True,0,920,2,20,2,2,4,0,69,3,1,8,2,1,2148,6889,1,True,11,3,3,0,6,3,3,5,1,1,4
46,True,0,261,1,21,2,2,4,0,66,3,2,4,2,1,8926,10842,5,False,22,4,4,1,13,2,4,9,7,3,7
40,False,0,1194,1,1,3,0,3,0,52,3,2,4,4,2,6513,9060,5,False,17,3,4,1,12,3,3,5,3,0,3
34,False,0,810,0,8,2,4,2,1,92,4,2,0,3,1,6799,22128,2,False,21,4,3,2,10,5,3,10,8,4,8
58,False,2,350,0,2,3,2,2,1,52,3,4,5,2,2,16291,22577,5,False,22,4,4,1,37,0,2,16,9,14,14
35,False,0,185,1,23,4,2,2,1,91,1,1,2,3,1,2705,9696,1,False,16,3,2,1,6,2,4,5,4,0,3
47,False,0,1001,1,4,3,0,3,0,92,2,3,3,2,2,10333,19271,9,True,12,3,3,1,28,4,3,22,11,14,10
40,False,0,750,1,12,3,0,2,0,47,3,2,4,1,2,4448,10748,3,False,12,3,2,1,15,3,3,7,4,7,7
54,False,0,431,1,7,4,2,4,0,68,3,2,1,4,1,6854,15696,5,False,15,3,2,1,14,2,2,7,1,1,7
31,False,1,1125,0,7,4,3,1,0,68,3,3,0,1,1,9637,8277,3,False,14,3,4,2,9,3,3,3,2,2,2
28,False,0,1217,1,1,3,2,3,0,67,3,1,1,1,1,3591,12719,2,False,25,4,3,1,3,3,3,3,2,1,2
38,False,0,723,0,2,4,3,2,0,77,1,2,6,4,1,5405,4244,3,True,20,4,1,2,20,4,2,4,2,0,3
26,False,0,572,0,10,3,2,3,1,46,3,2,0,4,0,4684,9125,2,False,13,3,1,0,5,4,3,5,3,1,2
58,False,1,1216,1,15,4,0,1,1,87,3,4,7,3,1,15787,21624,3,True,14,3,2,0,23,3,3,2,2,2,2
18,False,2,1431,1,14,3,2,2,0,33,3,1,1,3,0,1514,8018,2,False,16,3,3,0,0,4,1,0,0,0,0
31,True,0,359,2,18,5,5,4,1,89,4,1,8,1,1,2956,21495,1,False,17,3,3,0,2,4,3,1,0,0,0
29,True,0,350,2,13,3,5,1,1,56,2,1,8,1,2,2335,3157,5,True,15,3,4,3,4,3,3,2,2,2,0
45,False,2,589,0,2,4,0,3,0,67,3,2,0,3,1,5154,19665,5,False,22,4,2,2,10,3,4,8,7,5,7
36,False,0,430,1,2,4,1,4,0,73,3,2,1,2,1,6962,19573,5,True,22,4,4,1,15,2,3,1,0,0,0
43,False,1,1422,0,2,4,0,1,1,92,3,2,0,4,1,5675,19246,2,False,20,4,3,1,7,5,3,7,7,7,7
27,False,1,1297,1,5,2,0,4,0,53,3,1,2,4,0,2379,19826,1,True,14,3,3,0,6,3,2,5,4,0,2
29,False,1,574,1,20,1,2,4,1,40,3,1,2,4,1,3812,7003,2,False,13,3,2,0,11,3,4,11,8,3,10
32,False,1,1318,0,10,4,3,4,1,79,3,2,0,4,0,4648,26075,9,False,13,3,3,0,4,2,4,0,0,0,0
42,False,2,355,1,10,4,4,3,1,38,3,1,1,3,1,2936,6161,4,False,22,4,2,2,10,1,2,6,3,3,3
47,False,0,207,1,9,4,0,2,0,64,3,1,2,3,0,2105,5411,5,False,12,3,3,0,7,2,3,2,2,2,0
46,False,0,706,1,2,2,0,4,1,82,3,3,3,4,2,8578,19989,4,False,14,3,3,1,12,4,2,9,8,4,7
28,False,2,280,2,1,2,0,3,1,43,3,1,8,4,2,2706,10494,2,False,15,3,2,1,3,2,3,3,2,2,2
29,False,0,726,1,29,1,0,4,1,93,1,2,4,3,2,6384,21143,9,False,17,3,4,2,11,3,3,7,0,1,6
42,False,0,1142,1,8,3,0,4,1,81,3,1,2,3,0,3968,13624,5,False,13,3,4,0,8,3,3,0,0,0,0
32,True,0,414,0,2,4,3,3,1,82,2,2,0,2,0,9907,26186,8,True,12,3,3,0,7,3,2,2,2,2,2
46,False,0,1319,0,3,3,4,1,0,45,4,4,0,1,2,13225,7739,3,False,12,3,4,1,25,5,3,19,17,2,8
27,False,0,728,0,23,1,2,2,0,36,2,2,6,3,1,3540,7018,2,False,21,4,4,1,9,5,3,9,8,5,8
29,False,0,352,2,6,1,2,4,1,87,2,1,8,2,1,2804,15434,2,False,11,3,4,0,1,3,3,1,0,0,0
43,False,0,823,1,6,3,2,1,0,81,2,5,5,3,1,19392,22539,8,False,13,3,4,0,21,2,3,16,12,6,14
48,False,0,1224,1,10,3,0,4,1,91,2,5,7,2,1,19665,13583,5,False,12,3,4,0,29,3,3,22,10,12,9
29,True,1,459,1,24,2,0,4,1,73,2,1,1,4,0,2439,14753,2,True,24,4,2,0,1,3,2,1,0,1,0
46,True,0,1254,0,10,3,0,3,0,64,3,3,0,2,1,7314,14011,6,False,21,4,3,3,14,2,3,8,7,0,7
27,False,1,1131,1,15,3,0,4,0,77,2,1,1,1,1,4774,23844,1,False,19,3,4,1,8,2,2,7,6,7,3
39,False,0,835,1,19,4,1,4,1,41,3,2,1,4,2,3902,5141,9,False,14,3,2,3,7,2,3,2,2,2,2
55,False,0,836,1,2,4,4,2,1,98,2,1,1,4,1,2662,7975,9,False,20,4,2,1,19,2,4,5,2,0,4
28,False,0,1172,0,3,3,2,2,0,78,3,1,6,2,1,2856,3692,2,False,19,3,4,1,1,3,3,1,0,0,0
30,True,0,945,0,9,3,2,2,1,89,3,1,6,4,0,1081,16019,2,False,13,3,3,0,1,3,2,1,0,0,0
22,True,0,391,1,7,1,0,4,1,75,3,1,1,2,0,2472,26092,2,True,23,4,1,0,1,2,3,1,0,0,0
36,False,0,1266,0,10,4,4,2,0,63,2,2,0,3,1,5673,6060,2,True,13,3,1,1,10,4,3,10,9,1,7
31,False,0,311,1,20,3,0,2,1,89,3,2,2,3,2,4197,18624,2,False,11,3,1,1,10,2,3,10,8,0,2
34,False,0,1480,0,4,3,0,3,1,64,3,3,0,4,1,9713,24444,3,True,13,3,4,3,9,3,3,5,3,1,0
29,False,0,592,1,7,3,0,4,1,59,3,1,2,1,0,2062,19384,4,False,14,3,2,0,11,2,3,3,2,1,2
37,False,0,783,1,7,4,2,4,1,78,3,2,1,1,1,4284,13588,6,True,22,4,3,1,16,2,3,5,3,0,4
35,False,0,219,1,16,2,1,4,0,44,2,2,3,2,1,4788,25388,1,True,11,3,4,0,4,2,3,3,2,0,2
45,False,0,556,1,25,2,0,2,0,93,2,2,3,4,1,5906,23888,1,False,13,3,4,2,10,2,2,9,8,3,8
36,False,1,1213,2,2,1,5,2,1,94,2,2,8,4,0,3886,4223,2,False,21,4,4,0,10,2,2,10,1,0,8
40,False,0,1137,1,1,4,0,1,1,98,3,4,5,1,2,16823,18991,3,False,11,3,1,1,22,3,3,19,7,11,16
26,False,0,482,1,1,2,0,2,0,90,2,1,1,3,1,2933,14908,2,True,13,3,3,1,1,3,2,1,0,1,0
27,False,0,511,0,2,2,2,1,0,89,4,2,0,3,0,6500,26997,1,False,14,3,2,0,9,5,2,8,7,0,7
48,False,1,117,1,22,3,2,4,0,58,3,4,5,4,2,17174,2437,4,False,11,3,2,1,24,3,3,22,17,4,7
44,False,0,170,1,1,4,0,2,1,78,4,2,4,1,1,5033,9364,3,False,15,3,4,1,10,5,3,2,0,2,2
34,True,2,967,1,16,4,4,4,1,85,1,1,1,1,1,2307,14460,2,True,23,4,2,1,5,2,3,5,2,3,0
56,True,0,1162,1,24,2,0,1,1,97,3,1,2,4,0,2587,10261,2,False,16,3,4,0,5,3,3,4,2,1,0
36,False,0,335,0,17,2,3,3,1,33,2,2,0,2,1,5507,16822,3,False,16,3,3,2,12,1,1,4,2,1,3
41,False,0,337,0,8,3,3,3,0,54,3,2,0,2,1,4393,26841,6,False,21,4,3,1,14,3,3,5,4,1,4
42,False,0,1396,1,6,3,2,3,1,83,3,3,7,1,1,13348,14842,10,False,13,3,2,1,18,3,4,13,7,5,7
31,False,0,1079,0,10,2,2,3,0,86,3,2,0,4,2,6583,20115,3,True,11,3,4,1,8,2,3,5,2,1,4
34,False,0,735,0,3,1,2,4,0,75,2,2,0,4,1,8103,16495,4,True,12,3,3,0,9,3,2,4,2,0,1
31,False,0,471,1,4,3,2,1,0,62,4,1,2,3,2,3978,16031,9,False,12,3,2,1,4,0,2,2,2,2,2
26,False,1,1096,1,6,3,1,3,1,61,4,1,2,4,1,2544,7102,1,False,18,3,1,1,8,3,3,7,7,7,7
45,False,1,1297,1,1,4,2,2,1,44,3,2,4,3,0,5399,14511,5,False,12,3,3,0,12,3,3,4,2,0,3
33,False,0,217,0,10,4,3,2,1,43,3,2,0,3,0,5487,10410,2,False,14,3,2,0,10,2,2,10,4,0,9
28,False,1,783,0,1,2,0,3,1,42,2,2,0,4,1,6834,19255,2,True,12,3,3,1,7,2,3,7,7,0,7
29,True,1,746,0,24,3,4,3,1,45,4,1,6,1,0,1091,10642,2,False,17,3,4,0,1,3,3,1,0,0,0
39,False,2,1251,0,21,4,0,1,0,32,1,2,0,3,1,5736,3987,7,False,19,3,3,1,10,1,3,3,2,1,2
27,False,0,1354,1,2,4,4,2,1,41,3,1,1,2,1,2226,6073,2,False,11,3,3,1,6,3,2,5,3,1,2
34,False,1,735,1,22,4,1,3,1,86,2,2,1,4,1,5747,26496,2,True,15,3,2,0,16,3,3,15,10,6,11
28,True,0,1475,0,13,2,3,4,0,84,3,2,0,3,0,9854,23352,4,True,11,3,4,0,6,0,3,2,0,2,2
47,False,2,1169,1,14,4,4,3,1,64,3,2,1,2,1,5467,2125,9,False,18,3,3,1,16,4,4,8,7,1,7
56,False,0,1443,0,11,5,3,4,0,89,2,2,0,1,1,5380,20328,5,False,16,3,3,1,6,3,3,0,0,0,0
39,False,0,867,1,9,2,2,1,1,87,3,2,3,1,1,5151,12315,2,False,25,4,4,1,10,3,3,10,0,7,9
38,False,1,1394,1,8,3,2,4,0,58,2,2,1,2,2,2133,18115,2,True,16,3,3,1,20,3,3,20,11,0,7
58,False,0,605,0,21,3,0,4,0,72,3,4,5,4,1,17875,11761,5,True,13,3,3,1,29,2,2,1,0,0,0
32,True,1,238,1,5,2,0,1,0,47,4,1,1,3,0,2432,15318,4,True,14,3,1,0,8,2,3,4,1,0,3
38,False,0,1206,1,9,2,0,2,1,71,3,1,1,4,2,4771,14293,3,False,19,3,4,2,10,0,4,5,2,0,3
49,False,1,1064,1,2,1,0,2,1,42,3,5,7,4,1,19161,13738,4,False,15,3,4,0,28,3,3,5,4,4,3
42,False,0,419,0,12,4,3,2,1,77,3,2,0,4,2,5087,2900,4,True,12,3,3,2,14,4,3,0,0,0,0
27,True,1,1337,2,22,3,5,1,0,58,2,1,8,2,1,2863,19555,2,False,12,3,1,0,1,2,3,1,0,0,0
35,False,0,682,0,18,4,2,2,1,71,3,2,0,1,1,5561,15975,1,False,16,3,4,1,6,2,1,5,3,0,4
28,False,2,1103,1,16,3,2,3,1,49,3,1,1,3,0,2144,2122,2,False,14,3,3,0,5,3,2,5,3,1,4
31,False,2,976,1,3,2,2,3,1,48,3,1,1,1,2,3065,3995,2,True,13,3,4,1,4,3,4,4,2,2,3
36,False,2,1351,1,9,4,0,1,1,66,4,1,2,2,1,2810,9238,2,False,22,4,2,0,5,3,3,5,4,0,2
34,False,0,937,0,1,3,3,1,1,32,3,3,0,4,0,9888,6770,2,False,21,4,1,0,14,3,2,14,8,2,1
34,False,0,1239,0,13,4,2,4,1,39,3,3,0,3,2,8628,22914,2,False,18,3,3,1,9,2,2,8,7,1,1
26,False,0,157,1,1,3,2,3,1,95,3,1,2,1,0,2867,20006,1,False,13,3,4,0,8,6,2,7,7,7,6
29,False,0,136,1,1,3,0,1,1,89,3,2,4,1,1,5373,6225,1,False,12,3,1,1,6,5,2,5,3,0,2
32,False,2,1146,1,15,4,2,3,0,34,3,2,4,4,2,6667,16542,6,False,18,3,2,1,9,6,3,5,1,1,2
31,False,1,1125,1,1,3,0,4,1,48,1,2,1,1,1,5003,5771,2,False,21,4,2,0,10,6,3,10,8,8,7
28,True,0,1404,1,17,3,4,3,1,32,2,1,2,4,2,2367,18779,6,False,12,3,1,1,6,2,2,4,1,0,3
38,False,0,1404,0,1,3,0,1,1,59,2,1,6,1,0,2858,11473,5,False,14,3,1,0,20,3,2,1,0,0,0
35,False,0,1224,0,7,4,0,3,0,55,3,2,0,4,1,5204,13586,2,True,11,3,4,0,10,2,3,10,8,0,9
27,False,0,954,0,9,3,3,4,1,44,3,2,0,4,0,4105,5099,2,False,14,3,1,0,7,5,3,7,7,0,7
32,False,0,1373,1,5,4,0,4,1,56,2,2,3,4,0,9679,10138,9,False,24,4,2,0,8,1,3,1,0,0,0
31,True,1,754,0,26,4,3,1,1,63,3,2,0,4,1,5617,21075,2,True,11,3,3,0,10,4,3,10,7,0,8
53,True,0,1168,0,24,4,0,1,1,66,3,3,0,1,0,10448,5843,7,True,13,3,2,0,15,2,2,2,2,2,2
54,False,0,155,1,9,2,0,1,0,67,3,2,1,3,1,2897,22474,4,False,11,3,3,2,9,6,2,4,3,2,3
33,False,1,1303,1,7,2,0,4,1,36,3,2,4,3,2,5968,18079,2,False,20,4,3,3,9,2,3,9,7,2,8
43,False,0,574,1,11,3,0,1,1,30,3,3,4,3,1,7510,16873,2,False,17,3,2,1,10,1,3,10,9,0,9
38,False,1,1444,2,1,4,1,4,1,88,3,1,8,2,1,2991,5224,1,True,11,3,2,1,7,2,3,6,2,1,2
55,False,0,189,2,26,4,5,3,1,71,4,5,5,2,1,19636,25811,5,True,18,3,1,1,35,0,3,10,9,1,4
31,False,0,1276,1,2,1,2,4,0,59,1,1,2,4,2,1129,17536,2,True,11,3,3,3,1,4,3,1,0,0,0
39,False,0,119,0,15,4,3,2,1,77,3,4,0,1,0,13341,25098,1,False,12,3,1,0,21,3,3,20,8,11,10
42,False,2,335,1,23,2,0,4,1,37,2,2,1,3,0,4332,14811,2,False,12,3,4,0,20,2,3,20,9,3,7
31,False,2,697,1,10,3,2,3,0,40,3,3,7,3,1,11031,26862,5,False,20,4,3,1,13,2,4,11,7,4,8
54,False,0,157,1,10,3,2,3,0,77,3,2,3,1,0,4440,25198,7,True,19,3,4,0,9,3,3,5,2,1,4
24,False,0,771,1,1,2,0,2,1,45,2,2,4,3,0,4617,14120,2,False,12,3,2,0,4,2,2,4,3,1,2
23,False,0,571,1,12,2,1,4,1,78,3,1,2,4,0,2647,13672,2,False,13,3,3,0,5,6,4,5,2,1,4
40,False,1,692,1,11,3,4,4,0,73,3,2,2,3,1,6323,26849,2,False,11,3,1,1,10,2,4,10,9,9,4
40,False,0,444,0,2,2,3,2,0,92,3,2,0,2,1,5677,4258,4,False,14,3,3,1,15,4,3,11,8,5,10
25,False,0,309,2,2,3,5,3,0,82,3,1,8,2,1,2187,19655,5,False,14,3,3,0,6,3,3,2,0,1,2
30,False,0,911,1,1,2,2,4,1,76,3,1,2,2,1,3748,4077,2,False,13,3,3,0,12,6,2,12,8,1,7
25,False,0,977,1,2,1,1,4,1,57,3,1,2,3,2,3977,7298,7,True,19,3,3,1,7,2,2,2,2,0,2
47,False,0,1180,1,25,3,2,1,1,84,3,3,4,3,0,8633,13084,3,False,23,4,2,0,25,3,3,17,14,12,11
33,False,2,1313,1,1,2,2,2,1,59,2,1,2,3,2,2008,20439,2,False,12,3,3,3,1,2,2,1,1,0,0
38,False,0,1321,0,1,4,0,4,1,86,3,2,0,2,1,4440,7636,1,False,15,3,1,2,16,3,3,15,13,5,8
31,False,0,1154,0,2,2,0,1,1,54,3,1,6,3,1,3067,6393,1,False,19,3,3,1,3,1,3,2,2,1,2
38,False,1,508,1,6,4,0,1,1,72,2,2,3,3,1,5321,14284,3,False,11,3,4,1,10,1,3,8,3,7,7
42,False,0,557,1,18,4,0,4,1,35,3,2,1,1,2,5410,11189,7,True,17,3,3,1,9,3,2,4,3,1,2
41,False,0,642,1,1,3,0,4,1,76,3,1,1,4,1,2782,21412,4,False,22,4,1,1,12,3,3,5,3,1,0
47,False,2,1162,1,1,1,2,3,0,98,3,3,7,2,1,11957,17231,1,False,18,3,1,2,14,3,1,13,8,5,12
35,False,0,1490,1,11,4,2,4,1,43,3,1,2,3,1,2660,20232,8,True,11,3,3,1,5,3,3,2,2,2,2
22,False,0,581,1,1,2,0,4,1,63,3,1,1,3,0,3375,17624,1,False,12,3,4,0,4,2,4,3,2,1,2
35,False,0,1395,1,9,4,2,2,1,48,3,2,1,3,0,5098,18698,2,False,19,3,2,0,10,5,3,10,7,0,8
33,False,0,501,1,15,2,2,2,0,95,3,2,4,4,1,4878,21653,1,True,13,3,1,1,10,6,3,9,7,8,1
32,False,0,267,1,29,4,0,3,0,49,2,1,2,2,0,2837,15919,2,False,13,3,3,0,6,3,3,6,2,4,1
40,False,0,543,1,1,4,0,1,1,83,3,1,2,4,1,2406,4060,9,False,19,3,3,2,8,3,2,1,0,0,0
32,False,0,234,0,1,4,2,2,1,68,2,1,6,2,1,2269,18024,1,False,14,3,2,1,3,2,3,2,2,2,2
39,False,0,116,1,24,1,0,1,1,52,3,2,1,4,0,4108,5340,8,False,13,3,1,0,18,2,3,7,7,1,7
38,False,0,201,1,10,3,2,2,0,99,1,3,7,3,1,13206,3376,4,False,12,3,1,1,20,3,3,18,16,1,11
32,False,0,801,0,1,4,3,3,0,48,3,3,0,4,1,10422,24032,2,False,19,3,3,2,14,3,3,14,10,5,7
37,False,0,161,1,10,3,0,3,0,42,4,3,7,4,1,13744,15471,2,True,25,4,1,1,16,2,3,16,11,6,8
25,False,0,1382,0,8,2,1,1,0,85,3,2,0,3,2,4907,13684,1,True,22,4,2,1,6,3,2,5,3,0,4
52,False,2,585,0,29,4,0,1,1,40,3,1,6,4,2,3482,19788,3,False,15,3,2,2,16,3,2,9,8,0,0
44,False,0,1037,1,1,3,2,2,1,42,3,1,1,4,0,2436,13422,7,True,12,3,3,0,6,2,3,4,3,1,2
21,False,0,501,0,5,1,2,3,1,58,3,1,6,1,0,2380,25479,2,True,11,3,4,0,2,6,3,2,2,1,2
39,False,2,105,1,9,3,0,4,1,87,3,5,5,4,0,19431,15302,3,False,13,3,3,0,21,3,2,6,0,1,3
23,True,1,638,0,9,3,3,4,1,33,3,1,6,1,1,1790,26956,2,False,19,3,1,1,1,3,2,1,0,1,0
36,False,0,557,0,3,3,2,1,0,94,2,3,0,4,1,7644,12695,1,False,19,3,3,2,10,2,3,9,7,3,4
36,False,1,688,1,4,2,0,4,0,97,3,2,3,2,2,5131,9192,8,False,13,3,2,3,18,3,3,4,2,0,2
56,False,2,667,1,1,4,0,3,1,57,3,2,4,3,2,6306,26236,2,False,21,4,1,1,13,2,2,13,12,1,9
29,True,0,1092,1,1,4,2,1,1,36,3,1,1,4,1,4787,26124,10,True,14,3,2,3,4,3,4,2,2,2,2
42,False,0,300,1,2,3,0,1,1,56,3,5,5,3,1,18880,17312,6,False,11,3,1,0,24,2,2,22,6,4,14
56,True,0,310,1,7,2,4,4,1,72,3,1,2,3,1,2339,3666,9,False,11,3,4,1,14,4,1,10,9,9,8
41,False,0,582,1,28,4,0,1,0,60,2,4,3,2,1,13570,5640,1,False,23,4,3,1,21,3,3,20,7,0,10
34,False,0,704,0,28,3,3,4,0,95,2,2,0,3,1,6712,8978,2,False,21,4,4,2,8,2,3,8,7,1,7
36,False,2,301,0,15,4,3,4,1,88,1,2,0,4,2,5406,10436,2,False,24,4,1,1,15,4,2,15,12,11,11
41,False,0,930,0,3,3,0,3,1,57,2,2,0,2,2,8938,12227,3,False,11,3,3,1,14,5,3,5,4,0,4
32,False,0,529,1,2,3,4,4,1,78,3,1,1,1,0,2439,11288,2,False,14,3,4,0,4,4,3,4,2,1,2
35,False,0,1146,2,26,4,0,3,0,31,3,3,8,4,0,8837,16642,2,True,16,3,3,0,9,2,3,9,0,1,7
38,False,0,345,0,10,2,0,1,0,100,3,2,0,4,1,5343,5982,2,False,11,3,3,1,10,1,3,10,7,1,9
50,True,1,878,0,1,4,0,2,1,94,3,2,0,3,2,6728,14255,8,False,12,3,4,2,12,3,3,6,3,0,1
36,False,0,1120,0,11,4,3,2,0,100,2,2,0,4,1,6652,14369,5,False,13,3,1,1,8,2,2,6,3,0,0
45,False,0,374,0,20,3,0,4,0,50,3,2,0,3,0,4850,23333,9,False,15,3,3,0,8,3,3,5,3,0,1
40,False,0,1322,1,2,4,0,3,1,52,2,1,1,3,0,2809,2725,3,False,14,3,4,0,8,2,3,2,2,2,2
35,False,1,1199,1,18,4,0,3,1,80,3,2,4,3,1,5689,24594,2,True,14,3,4,2,10,2,4,10,2,0,2
40,False,0,1194,1,2,4,2,3,0,98,3,1,1,3,1,2001,12549,3,False,14,3,2,3,20,2,3,5,3,0,2
35,False,0,287,1,1,4,0,3,0,62,1,1,1,4,1,2977,8952,2,False,12,3,4,1,4,5,3,4,3,1,1
29,False,0,1378,1,13,2,1,4,1,46,2,2,2,2,1,4025,23679,5,True,13,3,1,1,10,2,3,4,3,0,3
29,False,0,468,1,28,4,2,4,0,73,2,1,1,1,0,3785,8489,2,False,14,3,2,0,5,3,1,5,4,0,4
50,True,0,410,0,28,3,3,4,1,39,2,3,0,1,2,10854,16586,5,True,13,3,2,1,20,3,3,3,2,2,0
39,False,0,722,0,24,1,3,2,0,60,2,4,0,4,1,12031,8828,1,False,11,3,1,1,21,2,2,20,9,9,6
31,False,2,325,1,5,3,2,2,1,74,3,2,3,1,0,9936,3787,1,False,19,3,2,0,10,2,3,9,4,1,7
26,False,0,1167,0,5,3,1,4,0,30,2,1,6,3,0,2966,21378,1,False,18,3,4,0,5,2,3,4,2,0,0
36,False,1,884,1,23,2,2,3,1,41,4,2,2,4,1,2571,12290,5,False,17,3,3,1,17,3,3,5,2,0,3
39,False,0,613,1,6,1,2,4,1,42,2,3,4,1,1,9991,21457,5,False,15,3,1,1,9,5,3,7,7,1,7
27,False,0,155,1,4,3,0,2,1,87,4,2,3,2,1,6142,5174,2,True,20,4,2,1,6,0,3,6,2,0,3
49,False,1,1023,0,2,3,2,4,1,63,2,2,0,2,1,5390,13243,3,False,14,3,4,0,17,3,2,9,6,0,8
34,False,0,628,1,8,3,2,2,1,82,4,2,2,3,1,4404,10228,3,False,12,3,1,0,6,3,4,4,3,1,2
